PG.ProteinGroups,PG.Genes,Brain_C9FTLD_TDP_1,Brain_C9FTLD_TDP_2,Brain_C9FTLD_TDP_3,Brain_C9FTLD_TDP_4,Brain_C9FTLD_TDP_5,Brain_C9FTLD_TDP_6,Brain_C9FTLD_TDP_7,Brain_C9FTLD_TDP_8,Brain_C9FTLD_TDP_9,Brain_C9FTLD_TDP_10,Brain_Control_1,Brain_Control_2,Brain_Control_3,Brain_Control_4,Brain_Control_5,Brain_Control_6,Brain_Control_7,Brain_Control_8,Brain_Control_9,Brain_Control_10,[6] 131115P.PG.Quantity,[16] 131118P.PG.Quantity,[26] 4900020P.PG.Quantity,[31] 4900056P.PG.Quantity,[5] 131115C.PG.Quantity,[11] 131118C.PG.Quantity,[21] 4900020C.PG.Quantity,[31] 4900056C.PG.Quantity
Q6EMK4;Q6EMK4,VASN,15704.8877,15465.625,41437.09766,31369.44531,10496.1543,45999.23047,30023.68164,21647.92188,25186.02344,23268.9668,46620.21484,18665.91992,22484.16992,31109.91406,23287.42773,13226.19434,19880.41406,15340.83398,22730.73633,19519.33203,1640.756226,2750.216797,3396.636719,3534.290283,102886.6426,147843.1523,157666.0674,214056.9492
Q6F5E8;Q6F5E8,CARMIL2,31670.99023,21817.77734,90017.07031,80902.27344,37294.94531,87414.24219,95862.67969,84125.17188,74804.82813,93899.28906,250096.9063,91682.8125,119250.4375,124742.9453,136197.0156,93031.77344,102348.1953,116331.6328,46656.66016,221497.3281,4501.635742,,,,,,,
Q6FHJ7;Q6FHJ7,SFRP4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4413.285156,NaN,NaN,NaN,NaN,14852.88184,NaN,8167.20166,NaN,NaN,NaN,NaN,38848.41333,55425.27075,29319.31689,18345.80176,118160.6797,97641.99121,152318.5234,110854.1875
Q6FI81;Q6FI81,CIAPIN1,4430.242676,1463.650146,15572.34473,22411.7793,7191.822754,4779.114258,8324.712891,NaN,16830.13086,15934.82227,37931.90625,25655.76367,11391.875,44316.44922,59615.625,95367.375,40811.84375,72946.20313,72086.77344,59483.42969,10901.52856,539.414978,,,,,,
Q6FIF0;Q6FIF0,ZFAND6,NaN,NaN,5798.902832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6GMR7;Q6GMR7,FAAH2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6316.694824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6GMV2;Q6GMV2,SMYD5,13607.57715,3676.046875,48148.53516,67539.54688,16921.26172,32919.84375,41051.96875,14188.81738,70856.94531,23896.91211,54010.79297,78376.61719,31707.05273,105034.9688,102584.9453,57641.29297,91844.66406,81961.16406,58522.6875,64239.47266,4017.72876,6982.06543,3384.012451,941.6575317,,,,
Q6GMV3;Q6GMV3,PTRHD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11925.76855,NaN,NaN,NaN,26301.51563,NaN,NaN,13916.44434,16916.87891,NaN,,3687.040283,,,,,,
Q6GPI1;Q6GPI1,CTRB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11557.36047,25013.09473,13697.28076,13365.42383,7264.76416,,3114.728638,
Q6GQQ9;Q6GQQ9,OTUD7B,10306.8916,7966.376953,36631.72266,50233.96875,19888.5957,37493.0625,43696.39453,16545.44141,55666.14844,30327.97266,82606.90625,47280.37891,12555.74805,58166.46094,54187.83594,38856.02344,82286.92188,42984.51563,42005.66797,57675.70703,6504.530273,44095.26514,,,1476.263916,,,
Q6GTS8;Q6GTS8,PM20D1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,29789.0448,3137.292114,9062.414612,
Q6GTX8;Q6GTX8,LAIR1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56958.71875,NaN,NaN,NaN,NaN,,,,,,,,
Q6GYQ0;Q6GYQ0,RALGAPA1,4747.79248,NaN,3958.964111,15700.0791,7280.124512,6439.012207,20138.88086,11527.24512,23804.06055,14774.68164,20687.16797,17645.86914,2689.491943,24515.08398,23121.01367,30181.89258,43251.27344,32884.14453,21466.97266,25609.38477,1777.500244,1797.712036,,,,,,
Q6H8Q1;Q6H8Q1,ABLIM2,7035.458984,5350.663086,24259.47461,48646.65234,24753.65039,19018.88867,19141.50977,13977.83984,32479.92578,35838.49219,82042.99219,54284.53125,35970.16797,82132.32031,95423.95313,66463.09375,71288.4375,79229.09375,42061.55469,69621.01563,278136.6221,42045.83594,20743.11816,15993.32813,,,,
Q6H9L7;Q6H9L7,ISM2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,4871.400024,,
Q6I9Y2;Q6I9Y2,THOC7,NaN,8484.560547,11625.1123,94656.92188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89347.79688,85214.72656,NaN,96774.35156,NaN,NaN,136913.7813,,,,,,,,
Q6IA69;Q6IA69,NADSYN1,964.0358887,1294.293335,1162.320435,1963.149536,2717.476807,5532.26416,8267.051758,3964.148438,7170.96582,58141.92188,6255.378906,4927.171387,2476.272461,4089.335693,6211.969238,5826.887207,7871.802246,15154.93359,5538.725586,10183.61426,7024.061096,1481.74527,,,,,,
Q6IA86;Q6IA86,ELP2,4025.903564,4860.597656,15218.75293,19390.78516,6732.041504,12241.12402,12832.72168,10116.77148,10412.21582,16820.67969,26081.6543,17572.64844,NaN,17191.41602,28589.34961,14542.28027,25314.38477,22477.82617,12733.00098,35842.875,12224.06482,,,,,1343.236328,,
Q6IAA8;Q6IAA8,LAMTOR1,11173.74902,8297.369141,33884.46094,21351.22461,16689.80273,19759.95508,16269.14746,17978.47266,15064.83496,21474.58984,31091.42578,29913.62695,24162.75586,36336.3125,36770.92578,16548.97461,20600.50586,10646.30762,14297.35547,24085.02539,23209.03833,10186.62402,2559.208008,1314.96875,,,,
Q6IAN0;Q6IAN0,DHRS7B,7465.750977,4280.635742,8195.800781,31983.84961,9913.089844,18154.53516,20395.6543,18062.67578,23136.33398,22710.30664,39234.65234,34580.19531,23529.45313,40751.94531,48653.22656,25053.12695,32747.90039,39624.77734,21016.48242,33465.75391,14537.97192,12009.45044,5064.488281,,,,,
Q6IBS0;Q6IBS0,TWF2,21405.93555,9021.086914,57692.91797,76447.23438,32094.36133,23117.12695,45957.22266,17132.30078,76545.91406,64452.39844,108959.9922,99940.75781,49976.12891,112156.9219,114717.9375,103846.9766,96537.51563,109676.6094,69820.84375,105782.2422,128330.5479,116459.0381,30482.82886,24285.01953,7181.216187,8908.345764,8638.370361,2682.692871
Q6IBW4;Q6IBW4,NCAPH2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.790077209,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6IC98;Q6IC98,GRAMD4,NaN,NaN,NaN,NaN,4988.611816,NaN,NaN,NaN,NaN,NaN,3928.17041,NaN,NaN,976.9320679,799.2185669,4989.546875,NaN,NaN,2772.283203,NaN,,,,,,,,
Q6ICB0;Q6ICB0,DESI1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5066.148926,NaN,NaN,NaN,1137.158447,,,,,,,
Q6ICB4;Q6ICB4,PHETA2,30911.11719,11717.00586,52975.89844,NaN,36203.87891,67370.03125,NaN,45577.28125,NaN,63418.83594,140366.5,110926.5781,60748.82813,155369.9063,118329.125,110207.5156,156085.75,136805.6719,NaN,NaN,4977.563965,38268.9978,,,,,,
Q6ICG6;Q6ICG6,KIAA0930,4083.030762,6090.088867,22144.64453,23454.28906,3201.962402,7625.125977,28157.1875,8254.087891,18547.24023,17702.12305,26452.05078,17485.72852,19834.10547,42533.36328,11566.0498,2889.117676,10627.08398,9284.383789,17521.10938,21858.80078,1802.876343,,,,,,,
Q6ICH7;Q6ICH7,ASPHD2,13405.16992,3080.537109,16121.13281,39666.14063,17945.70313,28791.07617,34958.82422,17133.83398,11678.80762,35329.05859,56056.69141,36772.73828,28194.9668,45993.69531,61170.66016,36051.32031,53806.74219,52810.97656,10463.98926,42292.59766,,,,,,,,
Q6ICL3;Q6ICL3,TANGO2,10540.18457,7765.737305,30149.61523,79606.88281,29162.08203,62018.0625,77008.98438,36517.61328,63081.46094,67224.8125,70044.16406,51394.01953,67540.375,116562.25,92122.375,56471.02734,61090.6875,91975.03906,45366,93976.67969,9729.217407,6677.718262,3023.246094,,,,,
Q6IE81;Q6IE81,JADE1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10829.88672,,,,,,,,
Q6IEE7;Q6IEE7,TMEM132E,8565.977539,4763.547852,12776.9502,10517.41113,8978.681641,9885.814453,9245.882813,5639.941406,12954.32031,12546.69434,40781.86328,6881.120117,15450.86523,24879.64648,22523.94531,21799.22266,7747.072754,12782.73242,9635.944336,15685.2793,,,,,72545.96704,61862.98633,96272.52539,36551.11719
Q6IEE8;Q6IEE8,SLFN12L,NaN,NaN,7148.990723,NaN,7451.74707,NaN,6724.915527,10145.87207,NaN,9151.837891,NaN,NaN,8684.30957,NaN,NaN,NaN,NaN,NaN,6429.513184,10654.16797,162201.793,4767.689453,,,9730.96582,9927.45752,,
Q6IEG0;Q6IEG0,SNRNP48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6IMN6;Q6IMN6,CAPRIN2,4794.916016,2177.007813,NaN,NaN,1713.165527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6IN84;Q6IN84,MRM1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4773.254395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5296.96582,NaN,12536.56348,,,,,,,,
Q6IN85;Q6IN85,PPP4R3A,NaN,NaN,5549.799805,10547.56641,NaN,4664.297363,8132.043945,3308.325928,6857.86377,6412.033691,14562.31055,8620.180664,4237.734863,10873.12402,7969.601563,7700.804199,8706.919922,9862.554688,9857.697266,6756.297363,,4442.59082,,,,,,
Q6IPM2;Q6IPM2,IQCE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6IPR1;Q6IPR1,ETFRF1,NaN,8440.011719,60121.92969,52736.34375,15186.29199,34257.77734,50410.11328,25123.07422,56572.74609,35900.36328,37202.66797,72373.36719,43853.99609,59741.3125,71713.75,29427,65911.70313,36887.21875,20968.64453,62315.32422,6942.060303,868.1594849,,,,,,
Q6IPR3;Q6IPR3,TYW3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,690.8354492,
Q6IPX3;Q6IPX3,TCEAL6,8837.082031,5491.353516,8255.608398,NaN,3281.737305,NaN,4872.688477,17320.08984,NaN,5787.291016,NaN,10067.85742,20920.24805,NaN,NaN,6434.994141,NaN,8595.118164,NaN,6484.181152,,,,,,,,
Q6IQ19;Q6IQ19,CCSAP,2768.732666,2107.451416,22421.05664,18568.64453,10911.79004,16574.98438,NaN,9945.811523,5404.318359,16502.07227,27907.70117,20798.80859,14941.80469,14929.56836,13016.55371,17439.02539,13583.62012,19897.18359,9213.930664,17657.38086,,,,,,,,
Q6IQ20;Q6IQ20,NAPEPLD,25071.28906,16662.98242,111777.9609,69297.0625,32151.77148,78312.26563,91002.42969,40719.36328,90451.05469,63361.28906,112085.9609,105373.0625,69612.69531,96336.42188,64564.01172,62533.5625,67880.20313,97416.76563,53270.67578,141368.4844,3249.399902,,,,,,,
Q6IQ21;Q6IQ21,ZNF770,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6IQ22;Q6IQ22,RAB12,49788.39844,23494.71094,71803.03906,186449.8906,59527.15234,109707.9844,137421,106575.6484,101334.5313,120687.6797,198875.8438,221955.7969,128240.5859,221379.4375,184970.9063,126993.7656,156180.9688,112527.1953,96429.91406,153335.875,24634.83984,5047.81543,,,,,,
Q6IQ23;Q6IQ23,PLEKHA7,NaN,1675.877441,7022.218262,7285.85791,1754.259399,4948.99707,NaN,1858.371094,NaN,NaN,7038.098633,7054.595215,2539.077148,2865.801025,5668.937012,2594.032471,NaN,1254.67981,3074.436035,2021.981689,,,,,,,,
Q6IQ26;Q6IQ26,DENND5A,28476.19727,39164.53516,65692.89844,95171.00781,68100.42969,71918.8125,71059.57031,96374.20313,67368.10938,NaN,107494.5781,86998.11719,89694.0625,101819.0938,93072.89063,91130.35938,85565.57031,109959.7578,58074.08984,91105.51563,,,,,,,,
Q6IQ32;Q6IQ32,ADNP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,3127.975342,,,,,,
Q6IQ49;Q6IQ49,SDE2,NaN,602.4428101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6IQ55;Q6IQ55,TTBK2,NaN,NaN,7103.261719,NaN,NaN,NaN,NaN,12103.44531,NaN,NaN,NaN,NaN,NaN,26632.83984,NaN,NaN,NaN,25812.24023,NaN,19239.00391,,,,,2634.919678,1710.972534,,
Q6IS24;Q6IS24,GALNT17,3414.014404,3195.534912,9006.682617,31329.11719,4420.569336,12331.63184,21526.90039,11082.8252,14278.13477,13969.22363,23911.23438,27669.86328,13963.3877,35099.17188,45146.09766,32102.34375,32547.17188,33501.44531,16244.63965,35342.10156,,,,,42391.47266,40675.9873,35013.58765,26421.729
Q6J4K2;Q6J4K2,SLC8B1,NaN,NaN,NaN,NaN,NaN,6009.572754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6JBY9;Q6JBY9,RCSD1,1491.763916,6394.10791,6527.819824,3103.874023,3973.173828,7961.445313,11015.41211,5392.102051,13111.95801,9762.800781,16070.80078,4348.227051,7098.367676,13923.28516,8076.254395,4568.468262,7126.567383,13330.125,8220.382813,10469.58398,7276.504425,1381.220093,,,3975.168457,4996.81488,,3843.640869
Q6JQN1;Q6JQN1,ACAD10,NaN,NaN,NaN,1838.903442,NaN,NaN,1073.127441,NaN,1104.45752,9973.668945,1214.143188,1267.473755,1274.515747,1608.629761,1420.331543,NaN,697.383728,2010.766235,6482.518555,NaN,,,,,,,8191.356445,
Q6KC79;Q6KC79,NIPBL,NaN,NaN,7202.325195,1997.079834,28761.81836,NaN,NaN,NaN,NaN,NaN,3833.319336,NaN,NaN,NaN,2016.636597,1256.813965,NaN,2082.486084,NaN,14607.625,,,,,6869.813232,2520918.844,20262.34961,258148.0625
Q6KCM7;Q6KCM7,SLC25A25,72332.17188,18034.62305,37035.71094,84573.29688,44252.42969,51088.57031,80908.16406,62034.05859,83869.53125,86316.10938,98736.38281,111981.2031,84204.58594,111365.8672,144262.9375,74583.38281,159243.8906,82473.02344,50419.89063,108830.1484,,,,,,,,
Q6L8Q7;Q6L8Q7,PDE12,25442.53516,14576.00586,80947.10938,124294.0625,41370.05078,70597.10938,77134.88281,33725.80078,133756.7031,55140.03125,126685.3203,110170.0938,53135.44141,180809.875,165966.7031,123472.0547,163265.7969,135998.4688,101657.1016,162118.5469,59020.7959,35138.74268,10374.80859,4394.29248,,,,
Q6MZP7;Q6MZP7,LIN54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6MZQ0;Q6MZQ0,PRR5L,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77493.40625,NaN,NaN,,,,,,,,
Q6MZT1;Q6MZT1,RGS7BP,59136.19141,13725.15723,52042.42578,165758.8281,47415.04688,77184.41406,76618.66406,79051.53906,81850.08594,92576.63281,65341.60547,78401.30469,62681.60547,99488.48438,100900.5859,54018.27734,124835.8984,141177.8125,46390.93359,109958,,,,,,,,
Q6MZW2;Q6MZW2,FSTL4,NaN,NaN,NaN,NaN,NaN,158387.3594,NaN,2808.876221,NaN,NaN,23011.79492,26018.48633,10615.76953,14632.38379,16095.29102,18186.17188,22826.59375,NaN,NaN,24828.52539,,,4930.032227,,363613.3867,376376.4668,474165.5586,319014.9141
Q6N022;Q6N022,TENM4,3299.715088,3712.512695,3137.451416,9766.320313,8860.960938,8083.981445,16261.41406,8296.916992,10161.8916,10290.09863,28268.07422,7149.787109,3801.85376,6967.84375,15111.07227,13893.54785,10976.25977,13375.72559,3986.827393,10048.72266,,,,,1787.898193,3501.05188,4361.507996,1999.124695
Q6N063;Q6N063,OGFOD2,NaN,NaN,NaN,8722.489258,2902.895264,4433.413086,3855.950195,NaN,5325.341797,3278.990479,7253.205078,6574.22168,2220.621094,5739.33252,2706.095459,7573.797363,10304.2793,4428,7944.365723,3297.200439,,,,,,,,
Q6N069;Q6N069,NAA16,NaN,NaN,NaN,NaN,15731.97949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,465.2292786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8209.153564,3818.515381,,,1250.141968,2885.118408,,
Q6N075;Q6N075,MFSD5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2284.727295,NaN,NaN,4299.486328,,9528.165039,,,,,,
Q6NS38;Q6NS38,ALKBH2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6NSI8;Q6NSI8,KIAA1841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6NSJ0;Q6NSJ0,MYORG,NaN,NaN,6406.053223,12810.80859,3998.546143,4311.386719,12649.66406,4571.134766,5098.381836,6951.615234,7389.054688,6247.619629,3308.982666,7205.509277,5132.370605,7314.361328,8858.541992,7344.896973,NaN,5759.297852,,,,,,,,
Q6NSJ2;Q6NSJ2,PHLDB3,NaN,NaN,9608.379883,8247.917969,NaN,NaN,9753.438477,NaN,NaN,NaN,3068.498291,13634.2334,NaN,8987.021484,9307.866211,NaN,6841.732422,NaN,NaN,NaN,,,,,,,,
Q6NSJ5;Q6NSJ5,LRRC8E,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6NT16;Q6NT16,SLC18B1,13814.65039,13954.75488,4984.98877,13255.43359,22413.83008,10290.36816,16439.12695,21694.30078,15747.50977,12079.36621,8301.540039,12773.63965,16926.65234,8570.948242,8793.273438,40961.80469,7319.439453,11589.6748,1413.019775,14062.43359,,19108.0625,,40850.05566,,18342.63867,27915.89258,28245.46191
Q6NT76;Q6NT76,HMBOX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6NT89;Q6NT89,TRNP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6NTE8;Q6NTE8,MRNIP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6NTF9;Q6NTF9,RHBDD2,9914.132813,NaN,12822.80469,50476.77734,1418.650757,15791.79102,14408.0918,21522.15039,19819.20898,19889.83008,49015.75,60586.16016,29022.41016,90813.875,126969.6953,17821.83008,88416.07813,25616.80469,30441.98828,40465.17578,458.15979,,,,,,,
Q6NUI6;Q6NUI6,CHADL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,5202.798584,3723.71283,2099.298584,
Q6NUJ5;Q6NUJ5,PWWP2B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2030.293579,,,,,,,
Q6NUK1;Q6NUK1,SLC25A24,25239.15039,9398.516602,24961.96484,61148.64063,26170.63281,37296.625,54522.50391,30721.61523,44858.72266,73708.07031,53463.57422,83970.85938,62380.22656,66736.67969,52542.68359,46211.87891,55091.75391,59049.52734,27443.07031,52549.89844,25824.29663,16799.36975,,868.7261353,,,,
Q6NUK4;Q6NUK4,REEP3,1850.938599,2462.593506,22168.2168,67927.17969,22258.54492,49995.00391,35746.05469,34349.63281,25908.82617,49782.62109,32550.13867,NaN,5561.37793,88192.71094,87924.4375,49641.61328,87208.22656,67273.42969,33018.60938,63084.82422,3330.687012,2720.222656,,,,28748.57227,,20752.60547
Q6NUM9;Q6NUM9,RETSAT,4333.780762,3719.979248,10599.02637,22181.76953,6441.71582,14146.44727,11276.25586,13238.22656,16049.84473,9425.568359,45517.27344,32664.08594,13950.25098,42964.38672,53258.73438,27786.77148,45667.10547,28418.6875,27923.89453,32816.88672,192782.6875,10787.74902,,,,,,
Q6NUN0;Q6NUN0,ACSM5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6NUN9;Q6NUN9,ZNF746,NaN,NaN,NaN,10929.36133,NaN,NaN,NaN,12141.53418,NaN,NaN,31751.80469,22327.26172,7816.276855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6NUQ1;Q6NUQ1,RINT1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4427.881836,NaN,2205.362549,NaN,1534.0271,NaN,1432.82962,,,,,,,
Q6NUQ4;Q6NUQ4,TMEM214,2828.238037,902.8341064,4452.797363,7198.323242,5050.547852,11523.30176,37962.06641,8809.361328,24009.6875,8120.186035,10188.6582,11144.47168,NaN,21722.85156,9527.970703,16482.16016,31915.74609,10448.74902,18460.12109,96889.65625,,5684.053467,,,28736.86523,3064.468262,,
Q6NUS6;Q6NUS6,TCTN3,NaN,NaN,20971.01367,NaN,NaN,NaN,67902.78125,NaN,NaN,NaN,11537.3877,7812.191406,NaN,5307.38916,NaN,NaN,82377.26563,NaN,NaN,NaN,,,,,,12905.32935,5287.124512,11108.77783
Q6NUT3;Q6NUT3,MFSD12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53796.08594,NaN,NaN,NaN,,,,,,,,
Q6NV74;Q6NV74,CRACDL,6628.935059,7235.839844,28138.15625,35936.47266,14373.59473,14509.05664,13802.2168,15451.74023,13547.21094,27981.31836,48999.08594,43560.21484,28068.5,55310.57031,52221.30469,26725.79492,33610.75781,44852.19531,20693.78125,39523.71094,3043.009766,14512.6709,25797.50781,6126.40625,9963.103271,,,
Q6NVY1;Q6NVY1,HIBCH,104361.3516,65996.88281,193478.375,215773.125,105924.4453,112565.5547,303360.3438,186936.8281,222789.6875,153403.4219,201475.0938,162704.4531,162140.3438,259630.6406,253568.4063,157684.8125,163732.7656,231556.375,97863.33594,130339.9063,17427.66113,11012.75195,90509.44531,645055.75,,,,
Q6NW29;Q6NW29,RWDD4,NaN,NaN,NaN,NaN,NaN,11480.98926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12869.89355,8845.325195,NaN,62219.25391,15980.85742,17402.875,18066.15411,5967.477661,1765.541138,2222.311279,,,,
Q6NW34;Q6NW34,NEPRO,NaN,NaN,NaN,NaN,NaN,NaN,1710.91748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5826.253418,NaN,NaN,NaN,NaN,,,,,,10228.15332,,
Q6NW40;Q6NW40,RGMB,NaN,NaN,1205.468506,4501.319336,NaN,NaN,2668.917725,NaN,NaN,4656.506836,7762.927734,6193.917969,NaN,11905.34863,6772.118164,NaN,4367.568359,4389.229004,NaN,8187.288574,,,,,213030.8193,159629.0381,285983.8232,170251.0234
Q6NWY9;Q6NWY9,PRPF40B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37505.27734,NaN,NaN,NaN,NaN,NaN,6120.49707,30272.62109,31439.98242,NaN,NaN,,,,,,,,
Q6NXE6;Q6NXE6,ARMC6,25136.70703,NaN,59898.26953,4079.125488,11400.56152,NaN,738960.9375,NaN,NaN,3096.024902,809.4967041,NaN,12833.66309,NaN,14037.07715,2895.444092,4158.936035,3644.635254,4764.889648,2996.930908,13945.37256,2920.482849,,,,,11205.2207,
Q6NXR0;Q6NXR0,IRGC,NaN,NaN,NaN,NaN,NaN,NaN,232948.5469,NaN,158403.8438,NaN,NaN,301750.875,NaN,269046.1875,347677.4688,NaN,NaN,NaN,NaN,NaN,,5189.064941,,,,,,
Q6NXR4;Q6NXR4,TTI2,NaN,NaN,NaN,NaN,4727.134766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q6NXT4;Q6NXT4,SLC30A6,NaN,NaN,NaN,10658.67578,NaN,6131.94873,12866.06152,NaN,9454.271484,9692.582031,5914.657715,12024.96777,NaN,6106.124512,10691.84668,7264.23584,10050.83301,7761.425293,NaN,10271.33789,4008.838257,3069.830566,,,16743.00195,,,
Q6NXT6;Q6NXT6,TAPT1,14708.06348,7467.87793,8172.729004,24850.00586,18418.49219,15674.45605,22770.85352,20967.3457,19874.83008,17324.75195,31170.42969,32367.98633,21134.32227,25606.82422,28276.19336,19551.58398,19707.48633,20853.42969,15850.08105,20733.71484,10072.81982,7958.494507,,522661.375,,17412.12109,,
Q6NY19;Q6NY19,KANK3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12091.04297,NaN,NaN,NaN,17185.54688,NaN,8982.948242,NaN,NaN,9210.322266,,,,,,,,
Q6NYC1;Q6NYC1,JMJD6,NaN,NaN,NaN,138112.4375,NaN,NaN,25472.27539,NaN,NaN,NaN,3980.682373,9671.517578,NaN,NaN,NaN,NaN,31991.27734,19647.51953,13027.53809,NaN,15871.25732,3703.74292,34953.01758,,,,,
